,title,topic
192,Google Carbon vs. Apple Swift,programming
193,What Are the Greenest Programming Languages?,programming
194,Should you Use Constructor or Factory Method?,programming
195,Don’t Learn “Netflix” Programming Languages,programming
196,Context: The Missing Feature of Programming Languages,programming
197,Introduction to Prolog: A Programming Language for Artificial Intelligence,programming
198,The Most Used Design Patterns in .NET Development,programming
199,Quick Guide: Go 1.19 Features,programming
200,C++23 Is Finalized. Here Comes C++26,programming
201,Everything you need to learn TypeScript in just 4 minutes,programming
202,I bet you didn’t know about these features in Kotlin,programming
203,Why the Rust Community Should Be Worried About the New Carbon Language,programming
204,ARE THESE ELEVEN PROGRAMMING LANGUAGES STILL ALIVE ?,programming
205,7 ways to remove duplicates from an array in JavaScript,programming
206,11 Best Android Libraries for 2022,programming
207,5 programming languages we can see being born right now,programming
208,The Two Cultures of Programming: Why Both Are Important,programming
209,Top Tech Stacks 💻 to Consider for Your Software Project,programming
210,Go Channels — The Ultimate Guide,programming
211,When Should You Use Pointers in Golang,programming
212,Don’t Learn a Programming Language. Learn Software Engineering,programming
213,"No, C# Is Not Dying. But No Language Lives Forever",programming
214,How ChatGPT Increased My Coding Efficiency in Everyday Work,programming
215,Which programming language should you learn in 2022?,programming
216,Google’s new experimental programming language: Carbon,programming
217,Reliable software engineering with Rust,programming
218,Top Programming Languages Used by Startups,programming
219,Why Python is not the programming language of the future,programming
220,Will Julia Replace Python as a Programming Language in the Future?,programming
221,Java Enum polymorphism pattern,programming
222,Most Difficult Java Interview Questions — Language Fundamentals,programming
223,HOW to LEARN coding from ZERO to HERO!,programming
224,You Won’t Learn to Code If You Do These 5 Things,programming
225,Golang Naming Conventions,programming
226,Create Bump Charts With Matplotlib,programming
227,7 Best Programming Books of All Time,programming
228,AM I A PROGRAMMER?,programming
229,What Makes LISP Unique?,programming
230,How to use Python classes effectively,programming
231,My top Python IDEs for iPad,programming
232,Simple Trick to Improve Your Classes in PHP,programming
233,What does the startup that chose to use Go and Rust for its database seven years ago say about that decision today?,programming
234,After one year of Rust,programming
235,A Comprehensive Guide to Build Application with Python,programming
236,Why Dart May Be The Most Important Language In Programming,programming
237,Generate Pencil Sketch from Photo in Python,programming
238,Naming Conventions in Go: Short but Descriptive,programming
239,What Makes Julia Unique?,programming
240,Rust as Your Teacher,programming
241,9 Best Programming Blogs and Websites to Learn to Code,programming
242,5 Books for competitive programming every techie must read,programming
243,Working With OpenTelemetry and Golang,programming
244,What languages does Amazon use internally for programming?,programming
245,Rethinking Programming With Rust,programming
246,The Latest .NET 7 Features Will Change the Way You Code,programming
247,"C, C++, Rust, Python, and Carbon (When to use Which?)",programming
248,Building a custom Configuration Provider in .NET 6,programming
249,5 (Surgical) Tips to Program More Efficiently in C#💉,programming
250,"Cloud, why so difficult? 🤷‍♀️",programming
251,Functional Programming in Typescript,programming
252,Ruby modules: Include vs Prepend vs Extend,programming
253,The 114 standard C++ algorithms. Introduction,programming
254,Golang Concurrency — Worker Pool,programming
255,Programming Languages to Avoid and Learn in 2022.,programming
256,Rust vs C++: An in-depth language comparison,programming
257,What Symbols are Basically Used in Programming?,programming
258,Writing a simple Lisp interpreter in Rust,programming
259,A Love Letter to C’s Square Brackets,programming
260,6 Best Programming Languages for Game Development in 2023,programming
261,F# is the .NET Rust,programming
262,C++20 Modules — Complete Guide,programming
263,C++20 Ranges — Complete Guide,programming
264,Flyweight Pattern in Go,programming
265,Why I Like Go’s Error Handling,programming
266,The Top 5 Programming Languages for Newbies in 2023,programming
267,Writing a Parser — Part I: Getting Started,programming
268,The Internals of Go Channels,programming
269,astmaker — A DSL in Rust for programming language designers,programming
270,Bored of Python? Nim is coming to your rescue,programming
271,Mediator Pattern in Go,programming
272,The Zig and Go Programming Showdown!,programming
273,"Dart 3.0 Records are great, but why do we need them anyway?",programming
274,Advanced SQL,programming
275,Is Julia actually right for you?,programming
276,Use of double braces in Java Programming,programming
277,CompletableFuture : A Simplified Guide to Async Programming,programming
278,Singleton Pattern in Go,programming
279,ChatGPT and the future of software engineering,programming
280,C# vs. Java: which is the best programming language for performance?,programming
281,From Zero Programming experience to a Full Stack Developer,programming
282,Iterator Pattern in Go,programming
283,"Weird programming operators: Elvis, Walrus, Spaceship, and Turbofish!",programming
284,Introduction to Mojo: The Programming Language for AI Which Is 35000x Faster Than Python,programming
285,Celebrating 50 Years of Smalltalk,programming
286,Create a Golang Lib,programming
287,Why Functional Programming Languages Have No Loops?,programming
288,Mutex For Kotlin Coroutines,programming
289,Mastering Java: Tips and Best Practices for Increased Productivity,programming
290,Adapter Pattern in Go,programming
291,It’s 2023 and WebAssembly is Still Not Ready. Or is It?,programming
292,Different Ways To Count Unique Values In R,programming
293,Warp: A New Terminal To Boost Developer Productivity,programming
294,Initialize MySQL database inside the docker container with large-volume data,programming
295,Principles that developers should know,programming
296,Implementing gRPC with Golang,programming
297,Python Criticism from a Julia Perspective,programming
298,"Java Garbage Collection: What is the young generation, old generation, and permanent generation?",programming
299,LINQ — How to avoid nested loops in C#,programming
300,Go Generics: Everything You Need To Know,programming
301,Strategy Pattern in Go,programming
302,Rust in the real world: Write a CLI to perform load testing using Tokio,programming
303,Bye-bye Python. Hello Julia!,programming
304,5 Golang Code Snippets for Cybersecurity,programming
305,The Best C++ Books to Study in 2023,programming
306,How to install Golang (latest version) on Kali Linux,programming
307,Why a lot of developers are leaving Python?,programming
308,Best Resources to Learn Data Analytics & Science,programming
309,"Rust for Linux is coming, and what that means for us ?",programming
310,Tidyverse vs. Base-R: How To Choose The Best Framework For You,programming
311,"If You Are Learning Golang, Remember These 10 Commands",programming
312,I created a programming language and created games with it,programming
313,Why Bash Scripting Can Make You A Better Engineer,programming
314,How to Calculate Square and Square Root in Java?,programming
315,Object-oriented programming with Python: core principles and examples,programming
316,Creating an in-memory cache for .NET 6 Web API,programming
317,Kotlin also has the === operator. What does this mean?,programming
318,Why Flutter Uses Dart,programming
319,Rust 101 — Everything you need to know about Rust,programming
320,C++20 Coroutines — Complete* Guide,programming
321,5 Reasons Go Will Take Over the Programming World,programming
322,The most important Linux commands that nobody teaches you.,programming
323,10 New DevOps Tools to Watch in 2023,programming
324,Solution Architecture: Docs-as-code,programming
325,Using ChatGPT for DevOps,programming
326,10 websites that pay you up to $1000 to start your technical writing journey.,programming
327,15 DevOps and SRE Tools you Should Know About in 2023,programming
328,No one should write Terraform,programming
329,4 container design patterns for Kubernetes,programming
330,6 Linux Utilities You Should Install Right Now,programming
331,Using ChatGPT to Create AWS Cloudformation & Terraform Templates,programming
332,My top 10 Linux commands for debugging server issue,programming
333,"Terraform tips & tricks: loops, if-statements, and gotchas",programming
334,Will Modular Monolith Replace Microservices Architecture?,programming
335,Linux Cheatsheet for DevOps ♾,programming
336,8 Advanced Git Commands Universities Won’t Teach You,programming
337,10 Apps For Your Homelab In 2022,programming
338,The Right Way to Run Shell Commands From Python,programming
339,Top 7+ Kubernetes interview questions for experienced professionals | Part-1,programming
340,How to manage multiple environments with Terraform using workspaces,programming
341,Build a Kubernetes Operator in 10 Minutes,programming
342,"Alpine, Slim, Stretch, Buster, Jessie, Bullseye — What are the Differences in Docker Images?",programming
343,7 Productivity tools every DevOps Engineer needs to consider,programming
344,17 Best DevOps Tools to Use in 2022 for Infrastructure Automation and Monitoring,programming
345,10 Books Every Senior Engineer Should Read,programming
346,The ONLY 4 Skills You Need to Master Devops/Cloud,programming
347,How I reduced the size of my Docker Image by 95%,programming
348,Kubernetes Infrastructure At Medium,programming
349,A comprehensive guide to managing secrets in your Terraform code,programming
350,Microservices Best Practices,programming
351,Tracing pod to pod network traffic in Kubernetes,programming
352,Creating a Linux service with systemd,programming
353,Comparing the Top Eight Managed Kubernetes Providers,programming
354,K8s — ChatGPT Bot For Intelligent Troubleshooting,programming
355,6 kubectl plugins you must try,programming
356,Top 20 Kubernetes Interview Questions !!!.,programming
357,How Platform Engineering Differ from DevOps and SRE,programming
358,The 10 Platform Engineering Tools To Use in 2022,programming
359,Stop messing up with Git. Follow this simple and effective strategy to maintain Git branches.,programming
360,"ChatGPT for DevOps: Best Practices, Use Cases, and Warnings.",programming
361,Stop using Alpine Docker images,programming
362,"Introducing Patcher, a new tool for keeping infrastructure code up-to-date!",programming
363,Kubernetes Basics Cheatsheet,programming
364,All Major Software Architecture Patterns Explained,programming
365,How to run Ubuntu 22.04 VMs on Apple M1 ARM-based systems for free,programming
366,CPU limits and requests in Kubernetes,programming
367,Platform Engineering: Creating your Internal Developer Platform (Part 2),programming
368,Multi-tenancy in Kubernetes,programming
369,5 Beautiful Programs That Will Make Your Terminal More Exciting,programming
370,Infrastructure as Code is Not the Answer!,programming
371,5 Bash Coding Techniques That Every Programmer Should Know,programming
372,[DevOps] 01 - Example project with Terraform,programming
373,5 New CNCF Projects To Watch In 2023,programming
374,Domain-Driven Design for Microservices,programming
375,How do you gracefully shut down Pods in Kubernetes?,programming
376,Mac Tools I’m Using in 2022,programming
377,How to secure applications running on Kubernetes (SSL/TLS Certificates)?,programming
378,Reference Other Values in Helm Chart Values File,programming
379,Shell Scripting for DevOps with Examples,programming
380,Dockerize Angular Application,programming
381,Copy directories and files to and from Kubernetes Container [POD],programming
382,Top 35 Linux Console Tips and Tricks From Practical Experience | HackerNoon,programming
383,Switching from Docker Desktop to Podman on macOS M1/M2 ARM64 CPU,programming
384,CKS CKA CKAD changed Terminal to Remote Desktop,programming
385,A Step-by-Step Guide for your first 90 days as a Senior DevOps Engineer,programming
386,"Full Stack DevOps Environment Setup Bash Script for Ubuntu, CentOS and MacOS",programming
387,Why the fuss about conversational programming?,programming
388,How to manage Terraform state,programming
389,Build and run Angular application in a Docker container,programming
390,4 SSH Alternatives That Are Better Than The Original,programming
391,DevOps salaries: The complete rundown & how to get a raise (2022),programming
392,Testing Strategies For Microservices,programming
393,Generate AWS Architecture Diagrams,programming
394,Four Great Alternatives to HashiCorp’s Terraform Cloud,programming
395,Data engineers : Let’s build a data stack step by step,programming
396,How To Learn Kubernetes (Complete Roadmap & Resources),programming
397,How to create reusable infrastructure with Terraform modules,programming
398,Cron + Docker = The Easiest Job Scheduler You’ll Ever Create,programming
399,Visual studio code extensions for DevOps engineers,programming
400,Introduction to Docker — beginners,programming
401,Terraform — Best Practices,programming
402,How to deploy Angular app to an IIS Web server — Complete Setup,programming
403,ChatGPT for your Kubernetes Cluster — k8sgpt,programming
404,Blue-Green Deployment using Kubernetes,programming
405,Release Management for Microservices,programming
406,Kubernetes CI/CD Pipelines — Best Practices and Tools,programming
407,Pod rebalancing and allocations in Kubernetes,programming
408,How to Set Up Ingress Controller in AWS EKS,programming
409,Deep Dive into Kubernetes,programming
410,Kubernetes The Easy Way,programming
411,How to manage multiple environments with Terraform using branches,programming
412,Diagrams as Code in Python,programming
413,Import Existing AWS Infrastructure to Terraform,programming
414,Kubernetes Networking Visualized,programming
415,Become A DevOps Engineer in 2023: A Comprehensive Guide,programming
416,Fundamental TLS Certificate Commands You Should Know,programming
417,ERROR: x509: certificate signed by unknown authority error is returned,programming
418,10 Best DevOps Tools for Start-ups,programming
419,"The Docker, Kubernetes, Terraform, and AWS crash course series",programming
420,Best Alternatives for The Top Kubernetes IDE You Need to Know of,programming
421,10 Tiny Linux Tricks That Will Boost Your Productivity,programming
422,Database Management With CI/CD,programming
423,Crossplane: The Next Big Thing for Infrastructure as Code,programming
424,The Problem with Feature Branches,programming
425,Sapling by Meta: A Review of the New Version Control System,programming
426,10 Tasks for DevOps Engineers When There’s Nothing to Do,programming
427,Data Engineering — Week 1,programming
428,How To Successfully Implement A Healthcheck In Docker Compose,programming
429,"Terraform from 0 to Hero — 0. I like to start counting from 0, maybe I enjoy lists too much",programming
430,"Better Git branching strategy — Multi-apps, monorepos and multiple teams in focus — SimGit Flow",programming
431,Turning Kubernetes into a Developer-Friendly Product,programming
432,Build & Push Docker Image to AWS ECR using GitHub Actions,programming
433,"Terraform: Up & Running, 3rd edition is now published!",programming
434,Trunk-Based Development: The Key to Better and Faster Software,programming
435,How to automate repetitive tasks in Kubernetes with runbooks?,programming
436,Kubernetes YAML tips and tricks,programming
437,I tried… Using ChatGPT for FuNn as a DevOps Engineer,programming
438,Automated Troubleshooting of Kubernetes (K8s) Pods Issues,programming
439,Autoscaling Ingress controllers in Kubernetes,programming
440,How and when to ignore lifecycle changes in Terraform,programming
441,Learning how an ingress controller works by building one in bash,programming
442,DevOps Bulletin #85: What Every DevOps Should Learn in 2023,programming
443,"Feedback, Structure, and Direction: The Fundamentals of Team Leadership",programming
444,Opensource DevSecOps tools for DevOps engineers,programming
445,An Introduction to Terraform,programming
446,A crash course on Kubernetes,programming
447,DevOps — Advanced Linux Commands,programming
448,Becoming SRE,programming
449,"Lens 6 Released, Vision for the Future, New Subscription Model and Features Available",programming
450,Matured Dockerfile for Spring Boot,programming
451,Free Books that will Boost Your DevOps Game to the Next Level,programming
452,Streamlining Diagram Creation With Draw.io and GIT,programming
453,5 Free Cloud & DevOps Badges for your Resume in 2023,programming
454,Learn why you can’t ping a Kubernetes service,programming
455,Memory requests and limits in Kubernetes,programming
456,Advanced VIM — 7 Most Useful Commands you’d wish you’d known earlier,programming
457,Step-by-step guide how integrate Keycloak with Angular application,programming
458,5 Inbuilt Bash Variables That Every Developer Should Know,programming
459,How We Built an Infrastructure Platform on Top of Kubernetes,programming
460,Manage your terraform like a container,programming
