,title,topic
231,Meet the tree-bark color kitty!,environment
232,Keep bears wild by cleaning up backyard attractants,environment
233,"If It’s Not A Raven, Then What Is This Big Black Bird?",environment
234,Racoon The Masked Bandits Who Terrify Me,environment
235,Cormorant Poses for Photoshoot,environment
236,Behold the Stunning Blue-eyed Wild Caracal!,environment
237,When You're Spotting Rhinos From the Highway,environment
238,A Walk in Nature,environment
239,Little Baby Zebra,environment
240,Wildlife Trekker Challenge for September 2022 — Arthropods,environment
241,The Cat and the Fox,environment
242,How to Position a Snakebite,environment
243,The Environment — Submission Guidelines,environment
244,Keep A Watchful Eye,environment
245,The Most Amazing Game Drive I’ve Ever Done in Wet Season,environment
246,The Wind Calls,environment
247,She is Constantly on Alert,environment
248,The Monarch Butterfly Is Endangered,environment
249,Rocky Not 6,environment
250,Dripping Testosterone!,environment
251,Visual Highlights of Yellowstone National Park,environment
252,The Quiet Wild,environment
253,Are There Any Dangerous Wild Animals in Finland?,environment
254,Use Audubon’s Bird Migration Explorer to Track Bird Migrations in North America,environment
255,Are Insects Animals?,environment
256,Standoff in the Serengeti,environment
257,What Happened to Pablo Escobar’s “Cocaine Hippos”?,environment
258,The River has dried,environment
259,9 Ways to Deter Birds at Airports,environment
260,Elephants Splashing in the Wild,environment
261,Shikadamari!,environment
262,B is for … Botswana,environment
263,"Raindrops, Bees, Birds, Foxes, Ducks, and Ice Skating Pigeons",environment
264,The Lioness Does Not Like to Repeat Herself,environment
265,Within Two Days From Heating to Aircon,environment
266,Let’s go Crabbing!,environment
267,How to Cook Lion’s Mane: A Mushroom Taste Treat Fit for Royalty,environment
268,My Captivating Morning Fix: I Must Have It,environment
269,Under the Old Linden Tree,environment
270,The Scrappy Fighting Squirrels of Santa Cruz County,environment
271,"Doctor, Doctor, Gimme the News",environment
272,Hit the Brakes!,environment
273,Where Butterflies Are Dancing and Crocs Are Tanning in the Sun,environment
274,The Flight of the Osprey,environment
275,Injured Raccoon Finds a Safe Haven to Heal,environment
276,When a Red Weaver is Trying to Rescue His Friend From the Inside of a Red Car,environment
277,From Watching Butterflies in the Shade to a Game Drive Out in the Bush,environment
278,Sargassum Seaweed Might Not Be a Problem But a Solution,environment
279,Get Ready For The First Category Seven Hurricane,environment
280,Toyota Just Thrashed Tesla,environment
281,Our Civilization Is Hitting A Dead End Because This Is the Age of Extinction,environment
282,Living in Florida Is No Longer Viable,environment
283,The Inherent Problems With EVs That No One Wants To Talk About,environment
284,Breakthrough In Solar Cell Technology Produces A Thousand Times More Power,environment
285,Japan Is About To Unlock The Ultimate Energy Source,environment
286,Volvo Just Embarrassed Tesla,environment
287,It Is The Beginning Of The End For Tesla,environment
288,There’s Only One Self-Help Book You Ever Need to Read,environment
289,Sodium Batteries Are Here & They Will Change Everything,environment
290,Flow Batteries Are Here And They Will Change Everything,environment
291,MIT’s New Battery Will Change The World,environment
292,Solar Energy’s Biggest Problem Has Just Been Solved,environment
293,"The Mississippi River Just Dried Up, and That’s Very Bad",environment
294,CATL’s New Battery Will Cause An EV Revolution,environment
295,MIT May Have Just Developed The Ultimate Climate Technology,environment
296,"In 10 Years, Australia Will Decide the Fate of Our Planet",environment
297,The Battery That Will Make Fossil Fuels & Nuclear Power A Thing Of The Past,environment
298,The Poor Person’s Guide to Saving The Planet,environment
299,I Owe Greta Thunberg an Apology,environment
300,Tesla’s New Battery Isn’t What They Said It Would Be,environment
301,Harvard’s Ingenious Groundbreaking Battery Will Shake-Up The EV World,environment
302,The Florida Dream is Over,environment
303,"How, Precisely, We’re Fucked",environment
304,Solid State Batteries Are Coming & Musk Should Be Worried,environment
305,Terrifying New Study Finds That Ocean Currents Will Soon Collapse,environment
306,The World’s Cleanest Energy Is About To Be Unlocked,environment
307,There’s Something Even Worse than Climate Denial,environment
308,AI May Have Just Invented The Ultimate Battery,environment
309,The Ultimate Clean Energy Is About To Get 90% Cheaper,environment
310,"Climate Change Is Causing The Upper Atmosphere To Cool, And The Side Effects Are Terrifying",environment
311,The “Planet-Saving Technology” Set To Devastate The World,environment
312,Solar Power Could Be The Ultimate Energy Source Thanks To A Recent Breakthrough,environment
313,We Should Stop Calling It “Climate Change” — And Start Calling It Extinction,environment
314,Elon Musk-Backed Carbon Capture Technology Really Could Save The World,environment
315,The Simple Way To Remove A Trillion Tonnes of Carbon Dioxide,environment
316,We Just Got Our “Final Warning” on Climate Change — And It’s Terrifying,environment
317,This Breakthrough In Wind Power Will Revolutionise The World,environment
318,"Thanos Was Right, By The Way",environment
319,Tesla Just Revealed Its Biggest Secret,environment
320,Pyramid-like Lenses Could Cause A Solar Power Revolution,environment
321,The Age of the Idiot Versus the Age of Extinction,environment
322,It Feels Like the End of an Era Because the Age of Extinction Is Beginning,environment
323,Have We Got Solar Power All Wrong?,environment
324,BMW Is Beating Tesla At Its Own Game,environment
325,This Isn’t Late Stage Capitalism Anymore. Now It’s End Stage Capitalism.,environment
326,Tesla Gets Yet Another Huge Advantage,environment
327,Tesla Is About To Lose Its Tech Advantage,environment
328,We Are Not Prepared for What Is Coming,environment
329,The Record Breaking Wind Turbine With Game-Changing Technology,environment
330,FASTER THAN EXPECTED,environment
331,Tesla Has Lost The EV Race,environment
332,TAE’s Mad Fusion Reactor Might Just Work,environment
333,Solar Power Will Soon Be 90% Cheaper Thanks To 3D Printed Panels,environment
334,Has Greta Thunberg Gone Bonkers?,environment
335,We Now Know Who Is Responsible For A Third Of US Wildfires: Should We Hold Them Accountable?,environment
336,Record-Breaking Spherical Tokamak Promises A Fusion Revolution,environment
337,NASA-Backed Battery Will Revolutionise Electric Vehicles,environment
338,Everyone Is Radicalized and No One Out Here Cares,environment
339,"How, Economically, We’re Fucked",environment
340,We Are Walking Blindly Into An Ecological Disaster That We Can’t Fight,environment
341,"We Can End Climate Change, But Probably Not the Way You Think",environment
342,The Ultimate Clean Energy Is About To Be Unlocked,environment
343,StoreDot Just Destroyed Tesla,environment
344,Patagonia is Accelerating the End of Democracy,environment
345,Carbon Capture Just Got A Whole Lot Cheaper,environment
346,The problem with rooftop solar,environment
347,"Move Over Tesla, There Is A New EV King In Town",environment
348,The Secret Oil Companies Don’t Want You To Know,environment
349,What’s So Great About Civilization?,environment
350,A Revolutionary New Wind Turbine Has Finally Been Greenlit,environment
351,NASA Just Eclipsed Tesla,environment
352,Trump is Done. Now What?,environment
353,We Survived a Powerful Tornado,environment
354,Why only Degrowth Will Save The World,environment
355,This is Not a ‘Drought’,environment
356,Is There No Way Out?,environment
357,Breakthrough Discovery Will Make Fusion Reactors More Powerful & Compact,environment
358,The Alarm Bells of Civilizational Collapse Are Ringing — But Are We Listening?,environment
359,DoD & Rolls Royce Will Develop A Revolutionary New Nuclear Reactor,environment
360,The Tipping Point: Climate Change Just Hit the Gas,environment
361,Nuclear Steel Could Save 2 Billion Tonnes Of Emissions Each Year,environment
362,Tesla Is Using A Surprising New Battery,environment
363,There is No Climate Emergency,environment
364,The Best Kept Secret in Climate Science,environment
365,Climate change will impact everything everywhere all at once,environment
366,We Need Compassion More Than We Ever Have,environment
367,Climate Change Could Make Nuclear Power Plants Useless,environment
368,The Mega-Scale Impacts of Climate Change Are Here — And They’re Catastrophic,environment
369,The Tesla Semi Is Far More Revolutionary Than You Think,environment
370,Bright Green Lies Won’t Save Us,environment
371,The Mad Plan To Halt Climate Change That Might Just Work,environment
372,"Weather forecasting with Machine Learning, using Python",environment
373,Where the Trail Ends and the New Lake Begins in Southern California,environment
374,Drug that increases human lifespan to 200 years is in the works,environment
375,You Can’t Live in Florida Anymore,environment
376,The Worlds Most Efficient Car: Musk Should Be Worried About Mercedes,environment
377,Nuclear Power Is The Future: Here’s Why,environment
378,The Eastern US Should Not Send a Single Drop Of Water West,environment
379,We Are On The Brink Of Disaster,environment
380,Turning Abandoned Oil Wells Into Planet-Saving Batteries,environment
381,Germany’s Nuclear Nightmare,environment
382,I’d Rather Go Dirty Than Watch My Garden Die,environment
383,Airbus Just Unlocked The Ultimate Clean Energy,environment
384,Normal Economic Forces No Longer Govern Our Lives,environment
385,Breakthrough Wind Turbine Set To Cause A Revolution,environment
386,A New Ultra Low Carbon Energy Source Has Just Been Unlocked,environment
387,"Why the latest on climate change is dire, and probably worse than they’re telling us.",environment
388,Infinite Shades of Strange,environment
389,Moss: A Surprising Climate Saviour?,environment
390,We’re Living in a Time of Thrift,environment
391,Why Solar Won’t Save Us,environment
392,Climate Change Will Be A Lot More Explosive Than We Thought,environment
393,This Is the Beginning of the Age of…Extinction,environment
394,Climate Change Is the Express Train to Hell — And We’re On It,environment
395,Can MIT’s “Space Bubbles” Completely Stop Climate Change?,environment
396,No Water to Drink,environment
397,Why Most People Don’t Care About Climate Change,environment
398,Living a Mundane Life During the Apocalypse,environment
399,Do Pistol Shrimps Hold The Key To Nuclear Fusion?,environment
400,Design Work Starts on The World’s First Commercial Fusion Reactor,environment
401,"The Curtains Are Falling on Our Civilization, One Degree of Warming at a Time",environment
402,The Hamster Wheel from Hell,environment
403,Tesla Is In Trouble Again…,environment
404,Renewables Are Slowly Approaching Diminishing Returns,environment
405,"Putin’s Oil Industry Is Back In Full Flow, But It Is Crippling The Kremlin",environment
